fips,state_name,latitude,longtitude,hq_address,hospital_name,hospital_type,hq_city,hq_state
26151.0,Michigan,43.52736080000005,-82.73393849999997,3559 Pine St,Deckerville Community Hospital,Critical Access Hospital,Deckerville,MI
26151.0,Michigan,43.332474,-83.08143149999995,2770 Main St,Marlette Regional Hospital,Critical Access Hospital,Marlette,MI
26153.0,Michigan,45.94667770000007,-86.27610679999998,7870w Us Highway 2,Schoolcraft Memorial Hospital,Critical Access Hospital,Manistique,MI
26155.0,Michigan,43.00543170000003,-84.18149469999997,826 W King St,Memorial Healthcare,Short Term Acute Care Hospital,Owosso,MI
26157.0,Michigan,43.6044,-83.1812,4675 Hill St,Hills & Dales General Hospital,Critical Access Hospital,Cass City,MI
26157.0,Michigan,43.49312690000005,-83.40828319999997,401 N Hooper St,McLaren Caro Region (FKA Caro Community Hospital),Critical Access Hospital,Caro,MI
26159.0,Michigan,42.22126680000008,-85.89698019999997,408 Hazen St,Bronson LakeView Hospital,Critical Access Hospital,Paw Paw,MI
26159.0,Michigan,42.39124110000006,-86.26307629999997,955 S Bailey Ave,Bronson South Haven Hospital (FKA South Haven Community Hospital),Short Term Acute Care Hospital,South Haven,MI
26161.0,Michigan,42.28661,-83.71567719999996,2215 Fuller Rd,VA Ann Arbor Healthcare System,VA Hospital,Ann Arbor,MI
26161.0,Michigan,42.28475150000003,-83.72954719999996,1500 E Medical Center Dr,University Hospital,Short Term Acute Care Hospital,Ann Arbor,MI
26161.0,Michigan,42.31002940000008,-84.01690759999997,775 S Main St,St Joseph Mercy Chelsea Hospital (FKA Chelsea Community Hospital),Short Term Acute Care Hospital,Chelsea,MI
26161.0,Michigan,42.26470130000007,-83.65482139999995,5301 Mcauley Dr,St Joseph Mercy Ann Arbor Hospital,Short Term Acute Care Hospital,Ypsilanti,MI
26163.0,Michigan,42.33215670000004,-83.31471829999998,6245 Inkster Rd,Garden City Hospital,Short Term Acute Care Hospital,Garden City,MI
26163.0,Michigan,42.2336,-83.2702,10000 Telegraph Rd,Beaumont Hospital - Taylor (FKA Oakwood Hospital - Taylor),Short Term Acute Care Hospital,Taylor,MI
26163.0,Michigan,42.353383500000064,-83.05569409999998,4201 Saint Antoine St,DMC Detroit Receiving Hospital,Short Term Acute Care Hospital,Detroit,MI
26163.0,Michigan,42.419245200000034,-82.91495779999997,22101 Moross Rd,Ascension St John Hospital,Short Term Acute Care Hospital,Detroit,MI
26163.0,Michigan,42.116945,-83.213649,5450 Fort St,Beaumont Hospital - Trenton (FKA Oakwood Hospital - Southshore),Short Term Acute Care Hospital,Trenton,MI
26163.0,Michigan,42.27331760000004,-83.36474339999995,33155 Annapolis St,Beaumont Hospital - Wayne (FKA Oakwood Hospital - Wayne),Short Term Acute Care Hospital,Wayne,MI
26163.0,Michigan,42.21013220000003,-83.14764019999996,2333 Biddle Ave,Henry Ford Wyandotte Hospital,Short Term Acute Care Hospital,Wyandotte,MI
26163.0,Michigan,42.35571040000008,-83.05920249999997,4646 John R St,John D Dingell VA Medical Center,VA Hospital,Detroit,MI
26163.0,Michigan,42.35221050000007,-83.05719619999996,4100 John R St,Karmanos Cancer Center (AKA Barbara Ann Karmanos Cancer Hospital),Short Term Acute Care Hospital,Detroit,MI
26163.0,Michigan,42.352155,-83.0543358,3901 Beaubien St,Childrens Hospital of Michigan,Childrens Hospital,Detroit,MI
26163.0,Michigan,42.36738450000007,-83.08537549999994,2799 W Grand Blvd,Henry Ford Hospital,Short Term Acute Care Hospital,Detroit,MI
26163.0,Michigan,42.2917,-83.2115,18101 Oakwood Blvd,Beaumont Hospital - Dearborn (FKA Oakwood Hospital - Dearborn),Short Term Acute Care Hospital,Dearborn,MI
26163.0,Michigan,42.41910690000003,-83.182279,6071 W Outer Dr,DMC Sinai-Grace Hospital,Short Term Acute Care Hospital,Detroit,MI
26163.0,Michigan,42.3943,-83.4043,36475 5 Mile Rd,St Mary Mercy Livonia Hospital,Short Term Acute Care Hospital,Livonia,MI
26163.0,Michigan,42.352025500000025,-83.05715949999995,3990 John R St,DMC Harper University Hospital,Short Term Acute Care Hospital,Detroit,MI
26163.0,Michigan,42.38441250000005,-82.91468929999996,468 Cadieux Rd,Beaumont Hospital - Grosse Pointe,Short Term Acute Care Hospital,Grosse Pointe,MI
26165.0,Michigan,44.24611970000007,-85.39035789999997,400 Hobart St,Munson Healthcare Cadillac Hospital,Short Term Acute Care Hospital,Cadillac,MI
27001.0,Minnesota,46.52963490000008,-93.69841529999997,200 Bunker Hill Dr,Riverwood Healthcare Center Aitkin Hospital,Critical Access Hospital,Aitkin,MN
27003.0,Minnesota,45.18284510000007,-93.36940979999996,4050 Coon Rapids Blvd Nw,Mercy Hospital,Short Term Acute Care Hospital,Coon Rapids,MN
27005.0,Minnesota,46.813561400000026,-95.84417249999996,1027 Washington Ave,Essentia Health St Marys - Detroit Lakes (FKA St Marys Regional Health Center),Short Term Acute Care Hospital,Detroit Lakes,MN
27007.0,Minnesota,47.503406,-94.89942419999994,1300 Anne St Nw,Sanford Bemidji Medical Center,Short Term Acute Care Hospital,Bemidji,MN
27029.0,Minnesota,47.97651140000005,-95.33543429999996,24760 Hospital Drive,Red Lake IHS Hospital,Short Term Acute Care Hospital,Red Lake,MN
27011.0,Minnesota,45.56263070000006,-96.43391179999998,115 W 2nd St,Essentia Health - Holy Trinity Hospital,Critical Access Hospital,Graceville,MN
27011.0,Minnesota,45.31526160000004,-96.44606639999996,450 Eastvold Ave,Ortonville Area Health Services,Critical Access Hospital,Ortonville,MN
27013.0,Minnesota,44.16368620000003,-93.98321889999994,1025 Marsh St,Mayo Clinic Hospital - Mankato,Short Term Acute Care Hospital,Mankato,MN
27015.0,Minnesota,44.2993,-94.7273,400 4th Ave Nw,Sleepy Eye Medical Center (FKA Sleepy Eye Municipal Hospital),Critical Access Hospital,Sleepy Eye,MN
27015.0,Minnesota,44.31348340000005,-94.4762477,1324 5th St N,New Ulm Medical Center,Critical Access Hospital,New Ulm,MN
27017.0,Minnesota,46.73112080000004,-92.46183129999996,512 Skyline Blvd,Cloquet Community Memorial Hospital,Critical Access Hospital,Cloquet,MN
27017.0,Minnesota,46.454757,-92.76569,4572 County Road 61,Essentia Health - Moose Lake (FKA Mercy Hospital & Health Care Center),Critical Access Hospital,Moose Lake,MN
27019.0,Minnesota,44.84312530000005,-93.79225069999995,500 S Maple St,Ridgeview Medical Center (AKA RMC),Short Term Acute Care Hospital,Waconia,MN
27021.0,Minnesota,47.384577300000046,-94.60837479999998,425 7th St Nw,Cass Lake Indian Health Service Unit (AKA Cass Lake Hospital),Critical Access Hospital,Cass Lake,MN
27023.0,Minnesota,44.95295960000004,-95.71169469999997,824 N 11th St,CCM Health (FKA Chippewa County Montevideo Hospital),Critical Access Hospital,Montevideo,MN
27025.0,Minnesota,45.321870800000056,-93.000552,5200 Fairview Blvd,M Health Fairview Lakes Medical Center,Short Term Acute Care Hospital,Wyoming,MN
27033.0,Minnesota,44.04543240000004,-95.43933219999997,920 Bell Ave,Sanford Westbrook Medical Center,Critical Access Hospital,Westbrook,MN
27033.0,Minnesota,43.87942770000007,-95.11308029999998,2150 Hospital Dr,Windom Area Health (AKA Windom Area Hospital),Critical Access Hospital,Windom,MN
27035.0,Minnesota,46.481560900000034,-93.945304,320 E Main St,Cuyuna Regional Medical Center,Critical Access Hospital,Crosby,MN
27035.0,Minnesota,46.361656,-94.205733,523 N 3rd St,Essentia Health - St Josephs Medical Center (FKA St Josephs Medical Center),Short Term Acute Care Hospital,Brainerd,MN
27037.0,Minnesota,44.747369,-92.87314239999996,1175 Nininger Rd,Regina Hospital,Short Term Acute Care Hospital,Hastings,MN
27037.0,Minnesota,44.748941,-93.27266569999996,201 E Nicollet Blvd,M Health Fairview Ridges Hospital,Short Term Acute Care Hospital,Burnsville,MN
27041.0,Minnesota,45.87394840000008,-95.376048,111 17th Ave E,Alomere Health (FKA Douglas County Hospital),Short Term Acute Care Hospital,Alexandria,MN
27043.0,Minnesota,43.63416590000003,-94.10037679999994,515 S Moore St,United Hospital District,Critical Access Hospital,Blue Earth,MN
27047.0,Minnesota,43.65249980000005,-93.373062,404 W Fountain St,Mayo Clinic Hospital - Albert Lea,Short Term Acute Care Hospital,Albert Lea,MN
27049.0,Minnesota,44.56000310000008,-92.57196709999994,701 Hewitt Blvd,Mayo Clinic Hospital - Red Wing (FKA Fairview Red Wing Hospital),Short Term Acute Care Hospital,Red Wing,MN
27049.0,Minnesota,44.48613390000003,-92.90329369999996,32021 County 24 Blvd,Mayo Clinic Hospital - Cannon Falls,Critical Access Hospital,Cannon Falls,MN
27051.0,Minnesota,45.99081820000004,-95.95783319999998,1411 State Hgwy 79 East,Prairie Ridge Hospital and Health Services,Critical Access Hospital,Elbow Lake,MN
27053.0,Minnesota,44.95668090000004,-93.26194029999994,2525 Chicago Ave South,Childrens Hospitals and Clinics of Minnesota - Minneapolis,Childrens Hospital,Minneapolis,MN
27053.0,Minnesota,44.97209510000005,-93.26240329999996,701 Park Ave,Hennepin County Medical Center (AKA Hennepin Healthcare),Short Term Acute Care Hospital,Minneapolis,MN
27053.0,Minnesota,44.90156330000008,-93.20576489999996,1 Veterans Dr,Minneapolis VA Health Care System,VA Hospital,Minneapolis,MN
27053.0,Minnesota,44.95256230000007,-93.26201659999998,800 E 28th St,Abbott Northwestern Hospital,Short Term Acute Care Hospital,Minneapolis,MN
27053.0,Minnesota,44.92962410000007,-93.36183289999995,6500 Excelsior Blvd,Methodist Hospital,Short Term Acute Care Hospital,St Louis Park,MN
27053.0,Minnesota,44.88599740000007,-93.32601189999995,6401 France Ave S,M Health Fairview Southdale Hospital,Short Term Acute Care Hospital,Edina,MN
27053.0,Minnesota,44.96780610000008,-93.23710839999995,2450 Riverside Ave,M Health Fairview University of Minnesota Medical Center - West Bank Hospital,Short Term Acute Care Hospital,Minneapolis,MN
27053.0,Minnesota,44.960195,-93.264106,2215 Park Ave,Phillips Eye Institute - a campus of Abbott Northwestern Hospital,Short Term Acute Care Hospital,Minneapolis,MN
27053.0,Minnesota,45.013944,-93.32240249999997,3300 Oakdale Ave N,North Memorial Health Hospital,Short Term Acute Care Hospital,Robbinsdale,MN
27057.0,Minnesota,46.91681790000007,-95.0614824,600 Pleasant Ave S,CHI St Josephs Health (FKA St Josephs Area Health Services),Critical Access Hospital,Park Rapids,MN
27059.0,Minnesota,45.566404600000055,-93.23091589999996,701 Dellwood St S,Cambridge Medical Center,Short Term Acute Care Hospital,Cambridge,MN
27061.0,Minnesota,47.22362510000005,-93.5553187,1601 Golf Course Rd,Grand Itasca Clinic & Hospital,Short Term Acute Care Hospital,Grand Rapids,MN
27061.0,Minnesota,47.74708990000005,-93.645004,258 Pine Tree Dr,Bigfork Valley Hospital,Critical Access Hospital,Bigfork,MN
27061.0,Minnesota,47.34421480000003,-93.79162079999998,115 10th Ave Ne,Essentia Health - Deer River,Critical Access Hospital,Deer River,MN
27063.0,Minnesota,43.62423810000007,-95.00417879999998,1430 North Hwy,Sanford Jackson Medical Center,Critical Access Hospital,Jackson,MN
27065.0,Minnesota,45.87693470000005,-93.29376049999996,301 Highway 65 S,Welia Health - Mora Hospital (FKA FirstLight Health System),Critical Access Hospital,Mora,MN
27067.0,Minnesota,45.11999480000003,-95.04609329999994,301 Becker Ave Sw,Carris Health - Rice Memorial Hospital,Short Term Acute Care Hospital,Willmar,MN
27069.0,Minnesota,48.767260400000055,-96.94002809999996,1010 S Birch Ave,Kittson Memorial Healthcare Center,Critical Access Hospital,Hallock,MN
27071.0,Minnesota,48.594926,-93.431731,1400 Highway 71,Rainy Lake Medical Center,Critical Access Hospital,International Falls,MN
27073.0,Minnesota,45.01748130000004,-96.18721479999994,900 2nd Ave,Madison Healthcare Services (AKA Madison Hospital),Critical Access Hospital,Madison,MN
27073.0,Minnesota,44.931936,-96.065276,1294 Locust St,Johnson Memorial Hospital,Critical Access Hospital,Dawson,MN
27075.0,Minnesota,47.029698,-91.666318,325 11th Ave,Lake View Hospital,Critical Access Hospital,Two Harbors,MN
27077.0,Minnesota,48.70652140000004,-94.60050329999996,600 Main Ave S,CHI Lakewood Health Center,Critical Access Hospital,Baudette,MN
27079.0,Minnesota,44.453988200000026,-93.91483419999996,621 S 4th St,Ridgeview Le Sueur Medical Center (FKA Minnesota Valley Health Center),Critical Access Hospital,Le Sueur,MN
27081.0,Minnesota,44.50618060000005,-96.41884249999998,503 E Lincoln St,Hendricks Community Hospital,Critical Access Hospital,Hendricks,MN
27081.0,Minnesota,44.272004,-96.1302505,240 Willow St,Avera Tyler Hospital,Critical Access Hospital,Tyler,MN
27083.0,Minnesota,44.44779360000007,-95.7775519,300 S Bruce St,Avera Marshall Regional Medical Center,Critical Access Hospital,Marshall,MN
27083.0,Minnesota,44.23245680000008,-95.607441,249 5th St E,Sanford Tracy Medical Center,Critical Access Hospital,Tracy,MN
27085.0,Minnesota,44.87576430000007,-94.37287979999996,1095 Hwy 15 N,Hutchinson Health Hospital (FKA Hutchinson Community Hospital),Short Term Acute Care Hospital,Hutchinson,MN
27085.0,Minnesota,44.777675,-94.151892,1805 Hennepin Ave N,Glencoe Regional Health Services,Critical Access Hospital,Glencoe,MN
27087.0,Minnesota,47.31096780000007,-95.973211,414 W Jefferson Ave,Mahnomen Health Center,Critical Access Hospital,Mahnomen,MN
27089.0,Minnesota,48.19132940000003,-96.77307659999995,300 W Good Samaritan Dr,North Valley Health Center,Critical Access Hospital,Warren,MN
27091.0,Minnesota,43.6713,-94.4458,800 Medical Center Dr,Mayo Clinic Hospital - Fairmont,Short Term Acute Care Hospital,Fairmont,MN
27093.0,Minnesota,45.119098,-94.528802,612 S Sibley Ave,Meeker County Memorial Hospital,Critical Access Hospital,Litchfield,MN
27095.0,Minnesota,46.07318115200008,-93.66249084499998,200 Elm St N,Mille Lacs Health System,Critical Access Hospital,Onamia,MN
27141.0,Minnesota,45.55843740000006,-93.5901017,911 Northland Dr,M Health Fairview Northland Medical Center,Short Term Acute Care Hospital,Princeton,MN
27097.0,Minnesota,45.9673,-94.3627,815 2nd St Se,CHI St Gabriel Health (FKA St Gabriels Hospital),Critical Access Hospital,Little Falls,MN
27101.0,Minnesota,43.992305,-95.75984,2042 Juniper Ave,Murray County Medical Center,Critical Access Hospital,Slayton,MN
27103.0,Minnesota,44.34941250000003,-93.973016,1900 Sunrise Dr,Rivers Edge Hospital & Clinic,Critical Access Hospital,Saint Peter,MN
27105.0,Minnesota,43.62176260000007,-95.5990326,1018 Sixth Ave,Sanford Worthington Medical Center (FKA Regional Hospital Worthington),Short Term Acute Care Hospital,Worthington,MN
27107.0,Minnesota,47.29785430000004,-96.53154419999998,201 9th St W,Essentia Health - Ada (FKA Bridges Medical Center),Critical Access Hospital,Ada,MN
27109.0,Minnesota,44.01992610000008,-92.44052279999994,1650 4th St Se,Olmsted Medical Center,Short Term Acute Care Hospital,Rochester,MN
27109.0,Minnesota,44.02086550000007,-92.48159029999994,1216 2nd St Sw,Mayo Clinic Hospital - Saint Marys Campus,Short Term Acute Care Hospital,Rochester,MN
27111.0,Minnesota,46.27687530000003,-96.07360529999994,712 S Cascade St,Lake Region Healthcare Corporation,Short Term Acute Care Hospital,Fergus Falls,MN
27111.0,Minnesota,46.593909300000064,-95.59318829999997,1000 Coney St W,Perham Health (FKA Perham Memorial Hospital & Home),Critical Access Hospital,Perham,MN
27113.0,Minnesota,48.09114160000007,-96.19543409999994,3001 Sanford Pkwy,Sanford Thief River Falls Medical Center,Critical Access Hospital,Thief River Falls,MN
27115.0,Minnesota,46.11777090000004,-92.88527369999996,705 Lundorff Dr,Essentia Health - Sandstone (FKA Pine Medical Center),Critical Access Hospital,Sandstone,MN
27117.0,Minnesota,43.99071790000005,-96.32261909999994,916 4th Ave Sw,Pipestone County Medical Center & Family Clinic Avera,Critical Access Hospital,Pipestone,MN
27119.0,Minnesota,47.57133520000008,-95.739282,900 Hilligoss Blvd Se,Essentia Health - Fosston (FKA First Care Medical Services),Critical Access Hospital,Fosston,MN
27119.0,Minnesota,47.77427960000006,-96.61798109999997,323 S Minnesota St,Riverview Hospital (AKA RiverView Health),Critical Access Hospital,Crookston,MN
27121.0,Minnesota,45.64657720000008,-95.38986009999996,10 4th Ave Se,Glacial Ridge Hospital,Critical Access Hospital,Glenwood,MN
27123.0,Minnesota,45.02896270000008,-93.033747,1575 Beam Ave,M Health Fairview St Johns Hospital (FKA HealthEast St Johns Hospital),Short Term Acute Care Hospital,Maplewood,MN
27123.0,Minnesota,44.95569370000004,-93.09475489999994,640 Jackson St,Regions Hospital,Short Term Acute Care Hospital,Saint Paul,MN
27123.0,Minnesota,44.94909880000006,-93.1000226,45 10th St W,M Health Fairview St Josephs Hospital (FKA HealthEast St Josephs Hospital),Short Term Acute Care Hospital,Saint Paul,MN
27123.0,Minnesota,44.94330170000006,-93.107201,333 Smith Ave N,United Hospital,Short Term Acute Care Hospital,Saint Paul,MN
27127.0,Minnesota,44.52997589100005,-95.09032440199996,101 Caring Way,Carris Health - Redwood Hospital (FKA Redwood Area Hospital),Critical Access Hospital,Redwood Falls,MN
27129.0,Minnesota,44.77525330000003,-94.97305689999996,100 Healthy Way,Olivia Hospital & Clinic (FKA RC Hospital and Clinics),Critical Access Hospital,Olivia,MN
27037.0,Minnesota,44.47342650000007,-93.1915393,2000 North Ave,Northfield Hospital,Short Term Acute Care Hospital,Northfield,MN
27131.0,Minnesota,44.28842,-93.257442,200 State Ave,District One Hospital,Short Term Acute Care Hospital,Faribault,MN
27133.0,Minnesota,43.67105190000007,-96.2124869,1600 N Kniss Ave,Sanford Luverne Medical Center,Critical Access Hospital,Luverne,MN
27135.0,Minnesota,48.8402,-95.7599,715 Delmore Dr,LifeCare Medical Center,Critical Access Hospital,Roseau,MN
27137.0,Minnesota,47.51805480000007,-92.22954469999996,5211 Highway 110,Essentia Health - Northern Pines (FKA White Community Hospital),Critical Access Hospital,Aurora,MN
27137.0,Minnesota,47.53143860000006,-92.54998849999998,901 9th St N,Essentia Health - Virginia,Short Term Acute Care Hospital,Virginia,MN
27137.0,Minnesota,46.79717960000005,-92.0876204,915 E 1st St,St Lukes Hospital,Short Term Acute Care Hospital,Duluth,MN
27137.0,Minnesota,46.79303040000008,-92.09336009999998,502 E 2nd St,Essentia Health - Duluth (FKA SMDC Medical Center),Short Term Acute Care Hospital,Duluth,MN
27137.0,Minnesota,47.40948720000006,-92.92939909999996,750 E 34th St,Fairview Range (FKA Fairview Range Medical Center),Short Term Acute Care Hospital,Hibbing,MN
27137.0,Minnesota,47.900717,-91.87181,328 W Conan St,Ely Bloomenson Community Hospital,Critical Access Hospital,Ely,MN
27137.0,Minnesota,47.853084,-92.6796164,10 5th St Se,Cook Hospital,Critical Access Hospital,Cook,MN
27137.0,Minnesota,46.79375040000008,-92.096461,407 E 3rd St,Essentia Health - St Marys Medical Center,Short Term Acute Care Hospital,Duluth,MN
27139.0,Minnesota,44.77209950000008,-93.50244659999998,1455 Saint Francis Ave,St Francis Regional Medical Center,Short Term Acute Care Hospital,Shakopee,MN
27139.0,Minnesota,44.54625160000006,-93.57438879999997,301 2nd St Ne,Mayo Clinic Hospital - New Prague (FKA Queen of Peace Hospital),Critical Access Hospital,New Prague,MN
27143.0,Minnesota,44.61050130000007,-94.08409679999994,601 W Chandler St,Ridgeview Sibley Medical Center,Critical Access Hospital,Arlington,MN
27145.0,Minnesota,45.57535910000007,-94.16920469999997,1406 6th Ave N,St Cloud Hospital,Short Term Acute Care Hospital,Saint Cloud,MN
27145.0,Minnesota,45.56760090000006,-94.217306,4801 Veterans Dr,St Cloud VA Health Care System,VA Hospital,Saint Cloud,MN
27145.0,Minnesota,45.745866600000056,-94.9557319,425 Elm St N,CentraCare - Sauk Centre,Critical Access Hospital,Sauk Centre,MN
27145.0,Minnesota,45.67520020000006,-94.8233206,525 Main St W,CentraCare - Melrose,Critical Access Hospital,Melrose,MN
27145.0,Minnesota,45.37392490000008,-94.7158735,200 W 1st St,CentraCare - Paynesville,Critical Access Hospital,Paynesville,MN
27147.0,Minnesota,44.1121,-93.2507,2250 Nw 26th St,Owatonna Hospital,Short Term Acute Care Hospital,Owatonna,MN
27149.0,Minnesota,45.58507350000008,-95.904878,400 E 1st St,Stevens Community Medical Center - Morris,Critical Access Hospital,Morris,MN
27151.0,Minnesota,45.314508200000034,-95.60832519999995,1815 Wisconsin Ave,Swift County Benson Hospital,Critical Access Hospital,Benson,MN
27153.0,Minnesota,46.35172420000004,-94.75156249999998,49725 County 83,Lakewood Health System,Critical Access Hospital,Staples,MN
27153.0,Minnesota,45.97375360000007,-94.84847469999994,50 Centracare Dr,CentraCare - Long Prairie,Critical Access Hospital,Long Prairie,MN
27155.0,Minnesota,45.80868190000007,-96.5011449,401 12th St N,Sanford Wheaton Medical Center,Critical Access Hospital,Wheaton,MN
27049.0,Minnesota,44.4583,-92.2845,500 W Grant St,Mayo Clinic Hospital - Lake City,Critical Access Hospital,Lake City,MN
27157.0,Minnesota,44.3883,-92.0484,1200 Grant Blvd W,Gundersen St Elizabeths Hospital (FKA Saint Elizabeths Medical Center),Critical Access Hospital,Wabasha,MN
27159.0,Minnesota,46.44684190000004,-95.133226,415 Jefferson St N,Tri-County Health Care,Critical Access Hospital,Wadena,MN
27161.0,Minnesota,44.08166460000007,-93.50840029999996,501 State St N,Mayo Clinic Hospital - Waseca,Critical Access Hospital,Waseca,MN
27163.0,Minnesota,44.92198430000008,-92.97643829999998,1925 Woodwinds Dr,M Health Fairview Woodwinds Hospital (FKA HealthEast - Woodwinds Health Campus),Short Term Acute Care Hospital,Woodbury,MN
27163.0,Minnesota,45.04752880000007,-92.81755689999994,927 Churchill St W,Lakeview Hospital,Short Term Acute Care Hospital,Stillwater,MN
27165.0,Minnesota,43.96997860000005,-94.6226807,1101 Moulton And Parsons Dr,Mayo Clinic Hospital - St James,Critical Access Hospital,Saint James,MN
27165.0,Minnesota,44.04962110000008,-94.40951069999994,121 Drew Ave Se,Madelia Community Hospital,Critical Access Hospital,Madelia,MN
27167.0,Minnesota,46.2914,-96.5884,2400 St Francis Dr,CHI St Francis Hospital (AKA CHI St Francis Health),Critical Access Hospital,Breckenridge,MN
27169.0,Minnesota,44.034532,-91.622968,855 Mankato Ave,Winona Health Services Hospital,Short Term Acute Care Hospital,Winona,MN
27171.0,Minnesota,45.19450290000003,-93.87095639999995,303 Catlin St,Buffalo Hospital,Short Term Acute Care Hospital,Buffalo,MN
27171.0,Minnesota,45.30062650000008,-93.77859889999996,1013 Hart Blvd,CentraCare - Monticello,Critical Access Hospital,Monticello,MN
27173.0,Minnesota,44.80856240000003,-95.54325689999996,345 10th Ave,Avera Granite Falls Health Center (FKA Granite Falls Health),Critical Access Hospital,Granite Falls,MN
27173.0,Minnesota,44.70777840000005,-96.27888219999994,112 Saint Olaf Ave S,Sanford Canby Medical Center,Critical Access Hospital,Canby,MN
28001.0,Mississippi,31.52783350000004,-91.39137929999998,54 Sergeant Prentiss Dr,Merit Health Natchez (FKA Natchez Regional Medical Center),Short Term Acute Care Hospital,Natchez,MS
28003.0,Mississippi,34.93557560000005,-88.56013169999994,611 Alcorn Dr,Magnolia Regional Health Center,Short Term Acute Care Hospital,Corinth,MS
28007.0,Mississippi,33.06566850000007,-89.59839819999996,220 Highway 12 W,Baptist Memorial Hospital - Attala (FKA Montfort Jones Memorial Hospital),Critical Access Hospital,Kosciusko,MS
28011.0,Mississippi,33.79597,-90.809246,901 Hwy 8 East,Bolivar Medical Center,Short Term Acute Care Hospital,Cleveland,MS
28017.0,Mississippi,33.89419280000004,-88.98536609999996,1002 E Madison St,Trace Regional Hospital,Short Term Acute Care Hospital,Houston,MS
28021.0,Mississippi,31.9462,-90.9843,123 Mccomb Ave,Claiborne County Medical Center (FKA Patients Choice Medical Center of Claiborne County),Critical Access Hospital,Port Gibson,MS
28023.0,Mississippi,32.0363,-88.728,605 S Archusa Ave,H C Watkins Memorial Hospital,Critical Access Hospital,Quitman,MS
28025.0,Mississippi,33.6201,-88.6612,150 Medical Center Dr,North Mississippi Medical Center - West Point,Short Term Acute Care Hospital,West Point,MS
28027.0,Mississippi,34.197105,-90.551815,1970 Hospital Dr,Delta Health-Northwest Regional (FKA Northwest Mississippi Medical Center),Short Term Acute Care Hospital,Clarksdale,MS
28031.0,Mississippi,31.6382,-89.5544,701 S Holly Ave,Covington County Hospital,Critical Access Hospital,Collins,MS
28033.0,Mississippi,34.971336,-89.997632,7601 Southcrest Pkwy,Baptist Memorial Hospital - Desoto,Short Term Acute Care Hospital,Southaven,MS
28035.0,Mississippi,31.318578400000035,-89.32952639999996,6051 US Highway 49,Forrest General Hospital,Short Term Acute Care Hospital,Hattiesburg,MS
28073.0,Mississippi,31.32573,-89.366704,5001 Hardy St,Merit Health Wesley (FKA Wesley Medical Center),Short Term Acute Care Hospital,Hattiesburg,MS
28039.0,Mississippi,30.921919900000034,-88.59378479999998,859 Winter St,George Regional Hospital,Short Term Acute Care Hospital,Lucedale,MS
28043.0,Mississippi,33.763617,-89.818087,960 Avent Dr,UMMC Grenada (FKA Grenada Lake Medical Center),Short Term Acute Care Hospital,Grenada,MS
28045.0,Mississippi,30.31722910000008,-89.35472809999999,149 Drinkwater Rd,Ochsner Medical Center - Hancock (FKA Hancock Medical Center),Short Term Acute Care Hospital,Bay St Louis,MS
28047.0,Mississippi,30.41485940000007,-88.94502839999996,400 Veterans Ave,Gulf Coast Veterans Health Care System (AKA Biloxi VA Medical Center),VA Hospital,Biloxi,MS
28047.0,Mississippi,30.44405820000003,-89.09326309999994,15200 Community Rd,Singing River Gulfport (FKA Garden Park Medical Center),Short Term Acute Care Hospital,Gulfport,MS
28047.0,Mississippi,30.3667,-89.1153,4500 13th St,Memorial Hospital at Gulfport,Short Term Acute Care Hospital,Gulfport,MS
28047.0,Mississippi,30.39586490000005,-88.88965229999997,150 Reynoir St,Merit Health Biloxi (FKA Biloxi Regional Medical Center),Short Term Acute Care Hospital,Biloxi,MS
28049.0,Mississippi,32.33448660000005,-90.16901369999994,2500 N State St,University Hospital (FKA the University of Mississippi Medical Center),Short Term Acute Care Hospital,Jackson,MS
28049.0,Mississippi,32.315053600000056,-90.1794976,1225 N State St,Mississippi Baptist Medical Center (FKA Mississippi Hospital for Restorative Care),Short Term Acute Care Hospital,Jackson,MS
28049.0,Mississippi,32.32782430000003,-90.16749529999998,1500 E Woodrow Wilson Dr,GV Sonny Montgomery VA Medical Center,VA Hospital,Jackson,MS
28049.0,Mississippi,32.328261300000065,-90.17181279999994,1350 E Woodrow Wilson Ave,Mississippi Methodist Rehabilitation Center,Short Term Acute Care Hospital,Jackson,MS
28121.0,Mississippi,32.329541,-90.10124989999996,1026 N Flowood Dr,Merit Health Womans Hospital (FKA Womans Hospital at River Oaks),Short Term Acute Care Hospital,Flowood,MS
28049.0,Mississippi,32.33217980000006,-90.16482169999996,969 Lakeland Dr,St Dominic Hospital (AKA St Dominic Jackson Memorial Hospital),Short Term Acute Care Hospital,Jackson,MS
28049.0,Mississippi,32.28764010000003,-90.25452309999996,1850 Chadwick Dr,Merit Health Central (FKA Central Mississippi Medical Center),Short Term Acute Care Hospital,Jackson,MS
28051.0,Mississippi,33.1217,-90.0128,239 Bowling Green Rd,UMMC Holmes County,Critical Access Hospital,Lexington,MS
28059.0,Mississippi,30.374385500000077,-88.53291269999994,2809 Denny Ave,Pascagoula Hospital (FKA Singing River Hospital),Short Term Acute Care Hospital,Pascagoula,MS
28061.0,Mississippi,31.97700360000005,-89.291182,15 S Sixth St,Jasper General Hospital,Short Term Acute Care Hospital,Bay Springs,MS
28063.0,Mississippi,31.70484250000004,-91.06853449999994,870 Main St,Jefferson County Hospital,Short Term Acute Care Hospital,Fayette,MS
